classifier;f1-score;accuracy;time
LogisticRegression;0.39121278287381295;0.3999099341770178;7.823637733399664
MLPClassifier;0.3689835366325686;0.39049081642994526;8.864554483600296
RandomForestClassifier;0.44503951843689515;0.4466682759820255;8.127480433400342
SVC;0.4055971961015247;0.4149782342206662;8.724580458199853
