;n;f1-score;accuracy;classifier;time
0;0;0.6631094371207366;0.6714285714285715;RandomForestClassifier;6.977322916000048
1;0;0.6484620213433773;0.6571428571428571;LogisticRegression;8.441158290999738
2;0;0.6204727824766861;0.6428571428571428;SVC;9.537326874999053
3;0;0.6726190476190477;0.6857142857142857;MLPClassifier;7.460448959000132
4;1;0.7745203988564685;0.7625;RandomForestClassifier;8.09362924999914
5;1;0.7745203988564685;0.7625;LogisticRegression;8.483899457998632
6;1;0.6631269283202984;0.65;SVC;7.55177570900014
7;1;0.7667035806570691;0.7541666666666667;MLPClassifier;8.03232429200034
8;2;0.7822616805667653;0.7792792792792793;RandomForestClassifier;6.106978166000772
9;2;0.7251785714285715;0.7227682227682228;LogisticRegression;9.083482166000977
10;2;0.7230926348672353;0.7211302211302211;SVC;8.10496833399884
11;2;0.6827794741054753;0.6805896805896806;MLPClassifier;6.912280542001099
12;3;0.703741935483871;0.7071428571428571;RandomForestClassifier;6.943739457999982
13;3;0.6882605768732847;0.6928571428571428;LogisticRegression;9.10805629099923
14;3;0.703741935483871;0.7071428571428571;SVC;6.2671924580008636
15;3;0.6892903225806452;0.6928571428571428;MLPClassifier;8.138913791999585
16;4;0.7563393595651661;0.7528782894736843;RandomForestClassifier;7.450188875000094
17;4;0.7770406837302206;0.7726151315789473;LogisticRegression;7.638917792000939
18;4;0.7824702631262765;0.7767269736842105;SVC;8.819117584000196
19;4;0.7338872676780053;0.7294407894736843;MLPClassifier;7.8312359579995245
20;5;0.7747788443440617;0.7689144736842105;RandomForestClassifier;7.41174300000057
21;5;0.7839285714285714;0.7791940789473684;LogisticRegression;8.231476167000437
22;5;0.7648281130634071;0.7586348684210527;SVC;8.673577083000055
23;5;0.7141075141075142;0.7088815789473684;MLPClassifier;9.480314750000616
24;6;0.7066666666666667;0.6845238095238095;RandomForestClassifier;8.750626291999652
25;6;0.6901098901098901;0.6666666666666667;LogisticRegression;8.188941583000997
26;6;0.7048665620094191;0.6815476190476191;SVC;7.542932208998536
27;6;0.681696805813757;0.6577380952380952;MLPClassifier;8.890736457999083
28;7;0.720642010076786;0.7193825393580044;RandomForestClassifier;8.129669250000006
29;7;0.7705827067669173;0.7691678593334697;LogisticRegression;8.367824875000224
30;7;0.7544214863783238;0.7530157432017992;SVC;8.327952790999916
31;7;0.7488291904688386;0.7473931711306481;MLPClassifier;8.25832229200023
32;8;0.7556483516483516;0.7583180240865482;RandomForestClassifier;9.127095875001032
33;8;0.7141690724054472;0.7146356399265156;LogisticRegression;6.514730667000549
34;8;0.7398886827458255;0.7444376403347622;SVC;7.8573353749998205
35;8;0.6743410138248848;0.6802408654827516;MLPClassifier;8.972829416999957
36;9;0.7466834460699492;0.7413651315789473;RandomForestClassifier;7.985389416999169
37;9;0.7244623332932836;0.7191611842105263;LogisticRegression;6.27740779099986
38;9;0.7311876529267833;0.7257401315789473;SVC;8.116858082999897
39;9;0.680956385918539;0.6759868421052632;MLPClassifier;8.189489332999074
