classifier;f1-score;accuracy;time
LogisticRegression;0.6936190780740443;0.6929908634647951;7.895543649799583
MLPClassifier;0.6909451135407318;0.689311124147354;7.851140258600208
RandomForestClassifier;0.7207172487501049;0.719117235059987;7.6070558999999776
SVC;0.6996751090506611;0.6988716493455811;8.529343691800022
