classifier;f1-score;accuracy;time
LogisticRegression;0.5345075587516364;0.49784902870202324;7.275659537399951
MLPClassifier;0.5132079876542088;0.4811857229280097;8.402776371000437
RandomForestClassifier;0.5325806845539515;0.5044184535412606;7.9984324210003255
SVC;0.5301783965735358;0.5005769532387803;7.786540008199699
