classifier;f1-score;accuracy;time
KNeighborsClassifier;0.7053129208066126;0.7026209948243847;9.174502145799853
MLPClassifier_HLs(100);0.7002880609151858;0.6969630299079451;9.0034097166008
RandomForestClassifier;0.6567801097022448;0.6563951567500296;9.656308049900327
SVC;0.7158933869952413;0.7136641800995615;9.02344786240028
