classifier;f1-score;accuracy;time
KNeighborsClassifier;0.6968385900856131;0.6962976470582543;6.395409083399864
MLPClassifier_HLs(100);0.7063617129248912;0.7054535555740679;7.4716041915005915
RandomForestClassifier;0.7470897327849324;0.7479055928821438;7.566285266600607
SVC;0.6948395935974703;0.694306568546891;6.822166649800056
