classifier;f1-score;accuracy;time
KNeighborsClassifier;0.7140777003812435;0.7034926960175353;8.134734641799877
MLPClassifier_HLs(100);0.7011773486034479;0.6923191251245021;7.933080416599114
RandomForestClassifier;0.7046999741830517;0.6979383380435397;8.72513304180029
SVC;0.7201055767480056;0.7128475706383364;8.394070258200372
