classifier;f1-score;accuracy;time
KNeighborsClassifier;0.7844484504126179;0.7907518796992481;5.587127241200051
MLPClassifier_HLs(100);0.7648454979029576;0.7697619047619048;5.300757024999984
RandomForestClassifier;0.7662939667721951;0.7689724310776942;5.6693291082000545
SVC;0.8439236800554946;0.8450626566416041;5.376595933000226
