classifier;f1-score;accuracy;time
KNeighborsClassifier;0.871094104133452;0.8703163882314675;5.078426966600091
MLPClassifier_HLs(100);0.8893509384392277;0.8888211554653747;5.6586939832001
RandomForestClassifier;0.8930485277401121;0.8931498056163931;5.767693150200012
SVC;0.9062170629951003;0.9093699232180897;5.580615783400117
