classifier;f1-score;accuracy;time
KNeighborsClassifier;0.849575306167267;0.861111111111111;5.681402700100034
MLPClassifier_HLs(100);0.8669306801807801;0.8739426523297491;5.556452333400012
RandomForestClassifier;0.8813538821255055;0.8831541218637993;5.9890875792000315
SVC;0.9090386345511309;0.9127956989247312;5.787679262500023
