classifier;f1-score;accuracy;time
KNeighborsClassifier;0.5190750599592754;0.4778570455098906;15.492502007997246
MLPClassifier;0.5592591290612148;0.5036021678257389;15.61371629579953
RandomForestClassifier;0.5694318746685022;0.5207075562668055;17.006048841701705
SVC;0.5738377369612752;0.5246823172037165;15.58688823760167
