classifier;f1-score;accuracy;time
KNeighborsClassifier;0.6510223035800888;0.6474759577479272;14.955799912700604
MLPClassifier;0.7177557734266875;0.7127160460167536;15.42077683340176
RandomForestClassifier;0.7439778567411743;0.737995554352844;15.136604583397276
SVC;0.737503250225239;0.7316413617911594;13.930492662801408
