classifier;f1-score;accuracy;time
KNeighborsClassifier;0.7863526336424114;0.787119021134594;5.667673058499713
MLPClassifier_HLs(100);0.8042389198601432;0.8014742306266222;5.757915775000583
RandomForestClassifier;0.8248567548458773;0.8192065257693735;6.018141362400274
SVC;0.8675195954593569;0.8613822766036338;5.636551429099564
