classifier;f1-score;accuracy;time
KNeighborsClassifier;0.7888042548798998;0.7884171826625387;5.449102616800519
MLPClassifier_HLs(100);0.7685494814748489;0.7662857511425623;5.9207214916001245
RandomForestClassifier;0.7305102025138195;0.7271583370190181;5.729508441599319
SVC;0.8321857227920942;0.8272103973168214;5.388731207999081
