classifier;f1-score;accuracy;time
KNeighborsClassifier;0.788292828973324;0.7895384995674206;5.569826466600352
MLPClassifier_HLs(100);0.8393718791232571;0.8340223705351626;5.226302858401323
RandomForestClassifier;0.8514238755037858;0.8454465455444321;5.684239300000627
SVC;0.8583063407161113;0.8527825979483377;5.371822775000328
