classifier;f1-score;accuracy;time
KNeighborsClassifier;0.7586826163348434;0.7528921370024311;4.879549295799734
MLPClassifier_HLs(100);0.7614083564041948;0.7558013859778565;4.962688087499555
RandomForestClassifier;0.8111921973428231;0.8064951241568888;5.296245308499783
SVC;0.792813646304338;0.7889472979362685;5.2441484793005655
