classifier;f1-score;accuracy;time
KNeighborsClassifier;0.4201964251851071;0.4133930369675924;8.317546083399794
MLPClassifier_HLs(100);0.387293283903875;0.3789239052101569;9.02932699160301
RandomForestClassifier;0.41709611479366693;0.41038464408368647;8.701450866597588
SVC;0.3684472700382774;0.37440443368760745;7.503705383400666
