classifier;f1-score;accuracy;time
KNeighborsClassifier;0.7935305642548494;0.7909230167503216;8.586837008400016
MLPClassifier_HLs(100);0.7724602169316498;0.7698966622623695;9.516177254099967
RandomForestClassifier;0.7875461216228625;0.7831747186680232;9.869722041700062
SVC;0.7864685695412608;0.7843103077211128;8.548516645700056
