classifier;f1-score;accuracy;time
KNeighborsClassifier;0.8649529576847554;0.8651253260091067;9.336345541700007
MLPClassifier_HLs(100);0.8607499337557736;0.8614045729363443;10.035619975000031
RandomForestClassifier;0.8432199676263238;0.8441206409352153;10.354286162499989
SVC;0.8626785272103195;0.8637035876864612;9.048606345700023
