classifier;f1-score;accuracy;time
KNeighborsClassifier;0.796866963980031;0.7979751460629604;9.204973683400022
MLPClassifier_HLs(100);0.8009368074732531;0.8024537685982983;9.062606316999972
RandomForestClassifier;0.7616720086684955;0.7646659505864115;10.333787416799897
SVC;0.8167104783808397;0.8190360605812994;9.410791808400063
